timestamp,price_usd,market_cap_usd,price_change_pct
2025-04-23 21:11:44,93465,1855212739964.2676,0.0
2025-04-23 21:12:28,93467,1855212739964.2676,2e-05
2025-04-23 21:12:44,93467,1855212739964.2676,2e-05
2025-04-23 21:13:28,93467,1855212739964.2676,0.0
2025-04-23 21:13:45,93466,1855782116935.2983,-1e-05
2025-04-23 21:14:29,93466,1855782116935.2983,-1e-05
2025-04-23 21:14:45,93466,1855782116935.2983,0.0
2025-04-23 21:15:29,93393,1855782116935.2983,-0.00078
2025-04-23 21:15:46,93393,1855782116935.2983,-0.00078
2025-04-23 21:16:29,93393,1855782116935.2983,0.0
2025-04-23 21:16:46,93372,1855782116935.2983,-0.00022
2025-04-23 21:17:29,93372,1855782116935.2983,-0.00022
2025-04-23 21:17:46,93372,1855782116935.2983,0.0
2025-04-23 21:18:30,93343,1853631926436.6948,-0.00031
2025-04-23 21:18:47,93343,1853631926436.6948,-0.00031
2025-04-23 21:19:30,93343,1853631926436.6948,0.0
2025-04-23 21:19:47,93235,1853631926436.6948,-0.00116
2025-04-23 21:20:30,93235,1853631926436.6948,-0.00116
2025-04-23 21:20:47,93235,1853631926436.6948,0.0
2025-04-23 21:21:31,93238,1851357695039.313,3e-05
2025-04-23 21:21:47,93238,1851357695039.313,3e-05
2025-04-23 21:22:31,93238,1851357695039.313,0.0
2025-04-23 21:22:48,93226,1851357695039.313,-0.00013
2025-04-23 21:23:31,93226,1851357695039.313,-0.00013
2025-04-23 21:23:49,93210,1851357695039.313,-0.00017
2025-04-23 21:24:32,93210,1851357695039.313,-0.00017
2025-04-23 21:24:49,93210,1851357695039.313,0.0
2025-04-23 21:25:32,93197,1851357695039.313,-0.00014
2025-04-23 21:25:50,93197,1851357695039.313,-0.00014
2025-04-23 21:26:32,93197,1851357695039.313,0.0
2025-04-23 21:26:50,93190,1850462141335.6218,-8e-05
2025-04-23 21:27:33,93190,1850462141335.6218,-8e-05
2025-04-23 21:27:50,93190,1850462141335.6218,0.0
2025-04-23 21:28:33,93203,1850462141335.6218,0.00014
2025-04-23 21:28:50,93203,1850462141335.6218,0.00014
2025-04-23 21:29:33,93203,1850462141335.6218,0.0
2025-04-23 21:29:51,93222,1850568927139.3962,0.0002
2025-04-23 21:30:33,93222,1850568927139.3962,0.0002
2025-04-23 21:30:51,93222,1850568927139.3962,0.0
2025-04-23 21:31:34,93247,1850568927139.3962,0.00027
2025-04-23 21:31:51,93247,1850568927139.3962,0.00027
2025-04-23 21:32:34,93247,1850568927139.3962,0.0
2025-04-23 21:32:52,93264,1851777519933.3384,0.00018
2025-04-23 21:33:34,93264,1851777519933.3384,0.00018
2025-04-23 21:33:52,93264,1851777519933.3384,0.0
2025-04-23 21:34:35,93292,1851777519933.3384,0.0003
